10,9,9
8,8,8
8,8,8
8,8,8
8,8,8
10,9,9
9,8.5,8.5
9,9,9
10,9.5,9.5
9,8.5,8.5
9,8.5,8.5
10,9,9
10,9.5,9.5
10,9.5,9.5
9,9,9
9,9,9
10,9.5,9.5
10,9.5,9.5
10,9,9
10,9,9
10,10,10
10,9,9
10,9.5,9.5
9,9,9
9,9,9
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
9,9,9
9,9,9
9,8.5,8.5
8,7.5,7.5
8,7.5,7.5
8,8,8
8,8,8
8,8,8
8,8,8
9,9,9
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
10,10,10
10,9.5,9.5
10,10,10
11,10,10
10,9.5,9.5
10,9,9
13,10.5,10.5
13,10,10
10,8.5,8.5
10,10,10
10,10,10
12,11,11
12,11,11
14,13,13
12,12,12
13,12,12
13,13,13
14,13,13
12,12,12
12,12,12
13,12.5,12.5
13,13,13
15,12,12
15,12,12
9,9,9
9,9,9
10,9.5,9.5
10,10,10
11,10.5,10.5
11,10.5,10.5
10,10,10
12,11,11
10,10,10
10,10,10
12,11,11
12,10.5,10.5
11,11,11
11,10.5,10.5
11,10,10
11,10,10
11,10,10
13,12.5,12.5
13,12,12
13,12.5,12.5
12,12,12
12,12,12
12,11.5,11.5
12,11.5,11.5
11,11,11
11,11,11
11,10.5,10.5
10,9,9
10,9,9
10,10,10
10,10,10
10,9.5,9.5
10,9.5,9.5
9,9,9
9,9,9
9,9,9
10,9.5,9.5
10,10,10
11,10.5,10.5
11,10,10
11,10,10
11,10,10
9,9,9
10,9.5,9.5
9,9,9
9,8.5,8.5
8,8,8
9,8.5,8.5
10,9,9
11,10,10
11,10,10
10,9,9
10,9,9
8,8,8
8,6,6
5,5,5
5,4.5,4.5
5,4.5,4.5
6,5,5
6,6,6
7,6.5,6.5
7,6,6
7,6,6
8,7.5,7.5
9,8,8
8,7.5,7.5
8,7.5,7.5
10,9,9
11,9.5,9.5
9,8.5,8.5
9,8.5,8.5
9,9,9
9,9,9
9,8.5,8.5
8,8,8
8,8,8
9,8.5,8.5
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,8.5,8.5
7,7,7
7,6.5,6.5
7,6.5,6.5
8,7,7
6,5.5,5.5
7,6,6
7,7,7
7,6.5,6.5
7,6.5,6.5
7,6.5,6.5
8,7.5,7.5
8,7.5,7.5
8,7.5,7.5
7,6.5,6.5
7,7,7
7,6,6
7,6.5,6.5
7,7,7
7,7,7
8,7.5,7.5
9,9,9
12,11,11
12,11,11
11,11,11
11,11,11
12,11,11
11,10,10
10,10,10
11,10,10
9,9,9
9,9,9
10,9,9
8,8,8
8,8,8
9,8.5,8.5
8,8,8
8,8,8
9,8.5,8.5
9,9,9
9,9,9
12,10.5,10.5
14,11.5,11.5
12,10.5,10.5
13,11,11
10,10,10
10,9.5,9.5
10,9.5,9.5
11,10.5,10.5
10,10,10
10,10,10
10,9.5,9.5
10,9.5,9.5
10,10,10
11,10.5,10.5
10,9.5,9.5
10,9.5,9.5
9,8.5,8.5
9,9,9
12,10.5,10.5
13,11,11
13,10.5,10.5
9,8.5,8.5
8,8,8
8,8,8
8,7.5,7.5
8,8,8
9,8,8
8,7.5,7.5
8,7.5,7.5
7,7,7
8,7.5,7.5
9,8,8
7,7,7
8,8,8
9,8.5,8.5
9,8.5,8.5
10,9,9
10,9,9
10,9,9
11,10.5,10.5
11,10.5,10.5
12,10.5,10.5
11,10,10
12,10.5,10.5
12,10.5,10.5
9,8.5,8.5
9,8.5,8.5
8,8,8
8,8,8
8,7,7
9,8,8
10,9,9
11,9.5,9.5
11,10.5,10.5
11,11,11
12,11.5,11.5
12,12,12
13,12,12
13,12.5,12.5
13,13,13
12,12,12
12,12,12
12,12,12
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
13,12,12
12,11,11
12,12,12
13,12.5,12.5
13,12.5,12.5
12,12,12
12,12,12
12,12,12
12,11.5,11.5
13,13,13
15,14,14
15,13.5,13.5
16,15,15
16,13.5,13.5
16,14,14
16,14,14
11,10.5,10.5
10,10,10
10,9,9
11,9.5,9.5
12,10.5,10.5
12,12,12
12,11.5,11.5
11,11,11
11,10,10
11,10.5,10.5
11,11,11
12,11.5,11.5
11,11,11
11,11,11
13,12,12
13,12,12
11,11,11
11,11,11
11,11,11
10,10,10
10,10,10
10,9.5,9.5
11,10,10
9,9,9
9,9,9
9,9,9
9,9,9
9,8.5,8.5
8,8,8
8,7,7
8,7.5,7.5
9,8,8
9,9,9
9,9,9
10,10,10
10,10,10
11,10,10
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
11,11,11
11,11,11
11,10.5,10.5
11,11,11
12,11.5,11.5
11,11,11
12,11.5,11.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
10,10,10
11,10.5,10.5
11,10.5,10.5
10,9.5,9.5
9,9,9
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
8,8,8
8,8,8
9,8.5,8.5
7,7,7
9,8,8
9,9,9
8,8,8
8,8,8
9,9,9
11,10,10
11,10,10
9,9,9
9,9,9
9,8.5,8.5
9,8.5,8.5
9,8,8
10,8.5,8.5
10,8.5,8.5
7,7,7
7,7,7
7,7,7
10,9,9
8,8,8
8,8,8
8,8,8
9,8.5,8.5
9,8,8
9,8,8
7,6.5,6.5
6,6,6
6,5.5,5.5
6,5.5,5.5
5,5,5
5,4.5,4.5
6,5,5
6,5,5
6,5,5
5,4.5,4.5
4,4,4
4,4,4
4,4,4
4,4,4
5,4,4
6,5,5
7,6.5,6.5
7,6.5,6.5
8,7,7
8,8,8
8,8,8
8,8,8
8,7,7
7,6.5,6.5
6,5.5,5.5
6,5.5,5.5
6,5.5,5.5
7,6.5,6.5
8,7,7
9,7,7
9,7,7
6,5.5,5.5
5,5,5
5,4.5,4.5
6,5,5
6,5.5,5.5
8,7.5,7.5
8,8,8
9,9,9
10,9.5,9.5
10,9.5,9.5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
11,10.5,10.5
10,8.5,8.5
9,8,8
7,6.5,6.5
7,6.5,6.5
7,7,7
7,7,7
7,6.5,6.5
7,6.5,6.5
9,8,8
10,8.5,8.5
8,7.5,7.5
9,8.5,8.5
8,8,8
8,8,8
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
9,8.5,8.5
11,9.5,9.5
12,11,11
12,11,11
10,9.5,9.5
11,10.5,10.5
10,10,10
10,9.5,9.5
10,9,9
10,10,10
9,9,9
9,8,8
9,8,8
9,8,8
8,7,7
8,7.5,7.5
8,7.5,7.5
7,7,7
9,8.5,8.5
9,8.5,8.5
9,9,9
10,9.5,9.5
11,10.5,10.5
11,10.5,10.5
12,11,11
10,9.5,9.5
9,9,9
9,9,9
10,9.5,9.5
11,9.5,9.5
11,9.5,9.5
11,9.5,9.5
13,12,12
15,14,14
15,14,14
15,14,14
13,13,13
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
13,13,13
12,11.5,11.5
13,11.5,11.5
10,10,10
11,10.5,10.5
12,11,11
12,11,11
12,11,11
13,11.5,11.5
13,12.5,12.5
14,13.5,13.5
15,14,14
15,14,14
13,12.5,12.5
13,12.5,12.5
13,11.5,11.5
13,13,13
13,13,13
13,13,13
14,13.5,13.5
15,13.5,13.5
12,12,12
13,12,12
13,13,13
13,13,13
14,13,13
14,14,14
14,14,14
14,13.5,13.5
15,14,14
15,13.5,13.5
15,15,15
15,14.5,14.5
13,12.5,12.5
12,11.5,11.5
12,11.5,11.5
11,11,11
12,11.5,11.5
11,10,10
11,10,10
10,9.5,9.5
9,9,9
11,10,10
11,10,10
9,9,9
9,9,9
9,9,9
9,8.5,8.5
9,9,9
9,8.5,8.5
8,8,8
8,7,7
8,7,7
8,6.5,6.5
8,7.5,7.5
7,6.5,6.5
9,7.5,7.5
9,7.5,7.5
9,7.5,7.5
7,6,6
8,7.5,7.5
8,7.5,7.5
8,8,8
9,8.5,8.5
10,9.5,9.5
10,10,10
11,10.5,10.5
11,11,11
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
12,11,11
13,11,11
13,12,12
14,13.5,13.5
14,13.5,13.5
13,13,13
13,12.5,12.5
13,12,12
12,11.5,11.5
11,11,11
11,10,10
11,10.5,10.5
11,10.5,10.5
10,9.5,9.5
9,9,9
9,8.5,8.5
9,9,9
10,9.5,9.5
9,9,9
10,9.5,9.5
10,9.5,9.5
9,9,9
10,9.5,9.5
11,10.5,10.5
12,11.5,11.5
13,11.5,11.5
11,11,11
10,10,10
10,10,10
11,10.5,10.5
11,10.5,10.5
12,11.5,11.5
13,12,12
13,13,13
13,13,13
14,13.5,13.5
14,13.5,13.5
14,13.5,13.5
14,13.5,13.5
14,13.5,13.5
13,12.5,12.5
13,13,13
13,12.5,12.5
12,12,12
12,11.5,11.5
12,12,12
12,12,12
13,12.5,12.5
12,12,12
13,12.5,12.5
12,11.5,11.5
11,11,11
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
10,10,10
10,10,10
11,10.5,10.5
10,10,10
10,10,10
11,9.5,9.5
11,9.5,9.5
12,10,10
12,10,10
12,10.5,10.5
12,11,11
10,10,10
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,12,12
12,11.5,11.5
12,11.5,11.5
12,11,11
10,10,10
10,10,10
11,10.5,10.5
10,10,10
10,9.5,9.5
9,8.5,8.5
10,10,10
12,11,11
11,10.5,10.5
11,11,11
11,11,11
11,9.5,9.5
11,9.5,9.5
9,8.5,8.5
9,8.5,8.5
8,8,8
8,8,8
9,8.5,8.5
9,9,9
10,9,9
10,9.5,9.5
10,9.5,9.5
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
10,9,9
10,9,9
11,10.5,10.5
13,11.5,11.5
12,11.5,11.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10,10
9,9,9
9,9,9
10,9,9
10,10,10
10,9.5,9.5
10,9.5,9.5
9,9,9
9,9,9
9,9,9
9,8,8
9,8,8
8,7.5,7.5
8,7.5,7.5
7,6.5,6.5
7,7,7
8,7.5,7.5
8,7.5,7.5
7,6.5,6.5
8,7.5,7.5
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
9,8,8
8,7.5,7.5
9,8.5,8.5
9,7.5,7.5
9,7.5,7.5
9,8,8
10,9.5,9.5
9,8,8
10,8,8
10,10,10
11,10,10
9,7,7
10,7.5,7.5
10,8,8
10,7.5,7.5
10,10,10
10,10,10
10,10,10
10,10,10
11,9.5,9.5
12,11.5,11.5
12,12,12
12,12,12
12,12,12
12,12,12
13,11.5,11.5
13,11.5,11.5
12,11,11
12,11.5,11.5
12,11,11
12,10,10
10,9,9
10,9.5,9.5
9,8.5,8.5
8,8,8
8,8,8
8,8,8
10,9,9
11,10.5,10.5
12,11.5,11.5
13,11,11
11,10,10
11,10,10
12,10,10
13,11.5,11.5
13,13,13
13,13,13
12,11.5,11.5
13,12.5,12.5
13,12.5,12.5
12,12,12
12,11.5,11.5
12,11.5,11.5
13,11,11
11,10,10
11,11,11
11,11,11
12,12,12
11,10.5,10.5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
10,10,10
10,10,10
10,10,10
10,10,10
9,9,9
9,9,9
10,9,9
10,10,10
10,9.5,9.5
9,9,9
11,10,10
9,8.5,8.5
11,10,10
9,8,8
9,9,9
9,9,9
9,8.5,8.5
8,8,8
9,7.5,7.5
9,7.5,7.5
7,6.5,6.5
7,6.5,6.5
7,6.5,6.5
6,6,6
6,6,6
7,6.5,6.5
6,6,6
8,7,7
8,8,8
9,8.5,8.5
9,8.5,8.5
10,9,9
9,8.5,8.5
9,9,9
10,9.5,9.5
11,10.5,10.5
11,10.5,10.5
12,11.5,11.5
12,11.5,11.5
14,13,13
14,12.5,12.5
13,11,11
13,11,11
13,13,13
13,13,13
13,12,12
12,12,12
12,12,12
12,12,12
12,11.5,11.5
11,10,10
11,10.5,10.5
11,10.5,10.5
10,9,9
8,8,8
8,7,7
8,7,7
8,7,7
10,9,9
10,9,9
10,9,9
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,9.5,9.5
10,9.5,9.5
12,11,11
12,11,11
10,10,10
10,10,10
10,10,10
11,10.5,10.5
10,9.5,9.5
10,10,10
10,9,9
9,8.5,8.5
9,9,9
9,9,9
9,9,9
11,10,10
9,9,9
9,9,9
10,9.5,9.5
10,8.5,8.5
10,9.5,9.5
11,10,10
11,10.5,10.5
11,9.5,9.5
11,10.5,10.5
11,10,10
13,10.5,10.5
10,9.5,9.5
11,10,10
10,10,10
11,10,10
11,11,11
11,11,11
11,11,11
11,11,11
10,10,10
11,11,11
11,11,11
11,11,11
12,11.5,11.5
13,12.5,12.5
13,12,12
13,13,13
13,12.5,12.5
12,12,12
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
14,13.5,13.5
14,13.5,13.5
14,13.5,13.5
13,13,13
13,12,12
13,12,12
13,12,12
13,11.5,11.5
13,11.5,11.5
10,9.5,9.5
10,9.5,9.5
9,9,9
10,9.5,9.5
9,8.5,8.5
9,8.5,8.5
10,8.5,8.5
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
10,9,9
10,9.5,9.5
11,10,10
11,10,10
9,9,9
8,8,8
8,8,8
8,8,8
8,7.5,7.5
8,8,8
8,7,7
9,8.5,8.5
9,8.5,8.5
8,7.5,7.5
8,7.5,7.5
7,7,7
7,7,7
8,7.5,7.5
7,7,7
7,7,7
9,7.5,7.5
9,8,8
7,7,7
9,8.5,8.5
9,8.5,8.5
9,9,9
10,9.5,9.5
9,9,9
9,9,9
9,9,9
9,8.5,8.5
9,9,9
10,9,9
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
10,9,9
8,7.5,7.5
8,8,8
9,8.5,8.5
8,8,8
8,8,8
8,7.5,7.5
8,7.5,7.5
8,8,8
8,7.5,7.5
7,7,7
7,7,7
7,7,7
8,7.5,7.5
8,7.5,7.5
7,7,7
8,7.5,7.5
8,8,8
8,8,8
8,8,8
9,8.5,8.5
9,8,8
9,9,9
9,9,9
10,9.5,9.5
9,9,9
11,10,10
11,10,10
11,10.5,10.5
11,10.5,10.5
12,11,11
12,11.5,11.5
12,11,11
12,11,11
11,10.5,10.5
10,9.5,9.5
10,8.5,8.5
10,10,10
10,10,10
11,10.5,10.5
11,10.5,10.5
13,11.5,11.5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
11,11,11
11,11,11
10,10,10
10,10,10
10,9.5,9.5
9,9,9
9,9,9
10,9.5,9.5
10,10,10
10,10,10
10,10,10
9,9,9
9,9,9
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
9,9,9
10,9.5,9.5
10,9.5,9.5
9,9,9
9,9,9
9,9,9
10,9.5,9.5
10,9,9
10,9.5,9.5
10,9.5,9.5
10,10,10
10,9.5,9.5
9,9,9
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
11,9.5,9.5
10,8.5,8.5
10,10,10
10,10,10
10,9.5,9.5
11,10.5,10.5
10,9,9
11,9.5,9.5
10,9,9
10,10,10
11,10.5,10.5
12,11.5,11.5
11,10.5,10.5
12,11.5,11.5
12,11,11
12,10.5,10.5
11,10,10
11,10.5,10.5
11,10.5,10.5
11,11,11
12,11.5,11.5
12,11.5,11.5
12,11,11
12,11,11
12,11,11
10,9.5,9.5
10,10,10
10,9.5,9.5
10,10,10
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,10.5,10.5
12,11.5,11.5
13,12.5,12.5
13,13,13
13,12.5,12.5
12,11,11
12,12,12
14,13,13
12,12,12
12,11,11
12,11,11
12,10.5,10.5
12,12,12
12,11,11
12,11,11
11,10.5,10.5
11,9.5,9.5
11,10,10
12,10.5,10.5
11,10,10
12,10.5,10.5
12,10.5,10.5
9,9,9
9,8.5,8.5
10,9,9
10,8.5,8.5
10,9.5,9.5
9,8.5,8.5
10,9.5,9.5
9,8,8
8,7.5,7.5
9,8.5,8.5
8,7.5,7.5
8,8,8
8,8,8
8,8,8
9,8.5,8.5
10,9,9
9,9,9
10,8.5,8.5
10,9.5,9.5
9,9,9
10,9.5,9.5
11,10.5,10.5
10,9,9
12,9.5,9.5
12,12,12
12,12,12
12,12,12
12,11.5,11.5
11,10.5,10.5
11,11,11
11,11,11
12,11.5,11.5
12,11.5,11.5
11,11,11
11,10.5,10.5
11,11,11
12,11.5,11.5
12,11,11
12,12,12
13,12.5,12.5
13,12,12
13,12,12
11,10,10
9,9,9
10,9,9
7,6.5,6.5
6,6,6
7,6.5,6.5
7,6,6
7,5.5,5.5
6,5,5
4,4,4
4,4,4
7,5.5,5.5
6,6,6
7,6.5,6.5
8,7,7
6,6,6
6,6,6
6,6,6
8,7,7
9,8.5,8.5
9,9,9
10,9.5,9.5
12,10,10
11,9.5,9.5
8,7.5,7.5
8,8,8
8,8,8
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
10,10,10
10,10,10
10,10,10
11,10.5,10.5
10,9,9
11,10.5,10.5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,9.5,9.5
10,10,10
11,11,11
12,11.5,11.5
12,11.5,11.5
11,11,11
12,11.5,11.5
12,11,11
12,11.5,11.5
12,11.5,11.5
11,10.5,10.5
10,10,10
11,11,11
12,11.5,11.5
12,11.5,11.5
11,11,11
11,11,11
12,11.5,11.5
12,11.5,11.5
11,11,11
12,12,12
12,12,12
12,12,12
12,12,12
12,12,12
12,11.5,11.5
12,11.5,11.5
12,12,12
12,12,12
12,12,12
13,12.5,12.5
12,12,12
12,11.5,11.5
11,11,11
11,10.5,10.5
10,9.5,9.5
10,10,10
10,10,10
10,10,10
10,9.5,9.5
10,9.5,9.5
11,10,10
11,10,10
11,11,11
13,11.5,11.5
11,10.5,10.5
11,10.5,10.5
11,10,10
9,9,9
10,9.5,9.5
10,10,10
10,10,10
12,11,11
11,11,11
12,11.5,11.5
12,10,10
9,8.5,8.5
7,7,7
7,6.5,6.5
7,7,7
8,7.5,7.5
12,9.5,9.5
9,9,9
11,10,10
11,11,11
11,10.5,10.5
9,9,9
9,8,8
10,8.5,8.5
10,9,9
10,10,10
10,10,10
12,11.5,11.5
14,13,13
11,11,11
11,11,11
12,11.5,11.5
11,11,11
11,11,11
11,10.5,10.5
11,11,11
11,11,11
11,11,11
11,11,11
11,11,11
11,11,11
11,11,11
11,10.5,10.5
12,11.5,11.5
12,11,11
12,12,12
12,12,12
13,12.5,12.5
12,12,12
12,11.5,11.5
12,11.5,11.5
12,10,10
13,10.5,10.5
13,11.5,11.5
13,11.5,11.5
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
12,12,12
12,11.5,11.5
12,12,12
13,12.5,12.5
13,12.5,12.5
15,14,14
13,13,13
13,13,13
13,12.5,12.5
13,13,13
14,11.5,11.5
14,11.5,11.5
13,12,12
14,12.5,12.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
11,10.5,10.5
11,10.5,10.5
11,11,11
11,11,11
11,11,11
12,11.5,11.5
12,11.5,11.5
13,11.5,11.5
14,14,14
14,13.5,13.5
14,12.5,12.5
15,14.5,14.5
15,14.5,14.5
14,13.5,13.5
14,13.5,13.5
13,12,12
13,12,12
13,12,12
13,12,12
11,11,11
12,11.5,11.5
12,11.5,11.5
12,11,11
12,11,11
12,10.5,10.5
12,12,12
14,13,13
14,13,13
14,14,14
13,13,13
13,13,13
13,13,13
13,12.5,12.5
13,12.5,12.5
13,13,13
13,13,13
13,13,13
14,13,13
14,14,14
14,14,14
14,13.5,13.5
14,14,14
14,14,14
14,12.5,12.5
14,14,14
14,13.5,13.5
14,14,14
14,14,14
14,14,14
14,13.5,13.5
13,12.5,12.5
13,12.5,12.5
12,12,12
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11.5,11.5
12,11,11
10,10,10
10,10,10
10,9.5,9.5
10,9.5,9.5
12,11,11
10,10,10
10,9.5,9.5
12,10.5,10.5
11,10,10
11,10,10
10,10,10
11,11,11
12,11.5,11.5
13,12.5,12.5
13,12.5,12.5
13,12.5,12.5
12,12,12
13,12.5,12.5
13,12.5,12.5
13,12,12
11,11,11
11,11,11
11,11,11
11,11,11
12,11.5,11.5
12,12,12
13,12,12
12,11.5,11.5
11,11,11
11,11,11
11,10.5,10.5
10,9,9
9,9,9
9,9,9
10,9.5,9.5
10,10,10
10,10,10
10,10,10
10,10,10
11,10.5,10.5
11,10.5,10.5
10,9.5,9.5
9,9,9
9,9,9
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
11,9.5,9.5
8,8,8
10,9,9
10,9,9
9,9,9
9,9,9
9,9,9
9,8,8
9,8.5,8.5
9,8.5,8.5
8,8,8
9,8.5,8.5
9,8.5,8.5
11,10,10
10,9.5,9.5
10,10,10
11,10.5,10.5
11,11,11
11,11,11
11,10,10
11,10,10
9,9,9
10,9.5,9.5
10,9,9
10,9.5,9.5
10,9.5,9.5
10,9,9
10,9.5,9.5
11,9.5,9.5
11,9.5,9.5
11,9,9
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,10,10
11,10,10
10,9.5,9.5
10,10,10
11,10.5,10.5
10,10,10
10,10,10
10,9.5,9.5
9,9,9
11,10,10
9,9,9
9,9,9
9,9,9
10,9.5,9.5
9,8.5,8.5
9,8.5,8.5
8,8,8
9,8.5,8.5
8,7,7
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
12,10.5,10.5
12,12,12
12,12,12
14,13.5,13.5
15,14,14
15,13.5,13.5
12,11.5,11.5
11,11,11
11,11,11
11,11,11
11,11,11
12,11.5,11.5
11,11,11
11,11,11
12,11,11
11,9.5,9.5
10,9.5,9.5
10,9,9
9,8.5,8.5
8,8,8
9,8,8
9,8,8
9,8,8
9,8,8
8,7.5,7.5
9,9,9
10,9,9
8,8,8
8,8,8
8,8,8
9,8.5,8.5
9,8.5,8.5
10,9,9
10,10,10
10,10,10
10,9,9
11,9.5,9.5
11,11,11
11,10,10
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
10,9,9
8,7.5,7.5
8,7.5,7.5
7,7,7
7,7,7
8,7.5,7.5
10,9,9
11,9.5,9.5
10,9,9
10,9,9
10,9,9
10,9.5,9.5
9,9,9
9,9,9
9,8.5,8.5
9,8.5,8.5
9,9,9
10,9.5,9.5
12,11,11
11,10.5,10.5
10,9,9
8,8,8
8,8,8
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,9,9
8,8,8
8,8,8
10,9,9
9,8.5,8.5
9,9,9
9,9,9
9,8.5,8.5
9,8.5,8.5
9,8.5,8.5
8,8,8
8,8,8
8,8,8
8,8,8
9,8.5,8.5
9,8.5,8.5
8,7.5,7.5
8,7.5,7.5
9,8.5,8.5
10,9,9
9,8.5,8.5
9,8.5,8.5
8,8,8
9,9,9
10,9.5,9.5
10,9.5,9.5
9,8.5,8.5
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,9,9
11,9.5,9.5
11,10,10
11,11,11
11,10.5,10.5
9,9,9
10,9.5,9.5
9,9,9
9,8.5,8.5
8,8,8
8,8,8
9,8,8
9,9,9
9,9,9
10,9,9
10,9,9
11,11,11
11,10.5,10.5
11,10,10
12,11.5,11.5
11,10,10
11,10,10
13,12,12
13,12.5,12.5
13,12,12
11,11,11
11,10.5,10.5
11,11,11
11,10.5,10.5
10,10,10
10,10,10
12,11,11
13,12.5,12.5
13,13,13
13,13,13
10,10,10
10,9.5,9.5
9,9,9
9,9,9
9,9,9
11,10,10
10,9.5,9.5
10,10,10
10,9.5,9.5
10,9.5,9.5
11,10,10
10,9.5,9.5
10,9.5,9.5
9,9,9
10,9.5,9.5
10,9.5,9.5
9,9,9
9,9,9
9,9,9
9,9,9
9,9,9
9,8.5,8.5
9,9,9
9,9,9
10,9,9
10,9,9
10,9,9
10,10,10
10,10,10
12,11,11
12,11,11
12,11.5,11.5
12,11.5,11.5
12,12,12
12,11.5,11.5
11,10.5,10.5
12,11.5,11.5
13,12.5,12.5
13,13,13
13,13,13
13,13,13
13,13,13
13,13,13
13,12.5,12.5
13,13,13
13,13,13
13,12.5,12.5
13,13,13
13,13,13
13,13,13
13,13,13
13,13,13
13,12.5,12.5
13,13,13
13,12.5,12.5
13,13,13
13,13,13
14,13.5,13.5
14,12.5,12.5
14,13.5,13.5
14,13.5,13.5
13,13,13
13,13,13
13,13,13
13,12.5,12.5
13,11.5,11.5
10,9,9
10,10,10
10,10,10
10,9.5,9.5
12,11,11
11,10.5,10.5
11,11,11
11,11,11
11,10,10
11,10.5,10.5
10,10,10
10,10,10
10,10,10
10,10,10
10,9,9
10,9,9
10,8.5,8.5
11,9,9
9,8,8
7,7,7
7,6,6
9,7,7
6,5.5,5.5
7,6,6
7,6,6
7,6,6
9,7.5,7.5
9,7,7
5,5,5
6,5.5,5.5
6,5.5,5.5
6,5.5,5.5
6,6,6
6,6,6
7,6,6
8,6.5,6.5
8,6.5,6.5
8,6.5,6.5
9,7,7
9,8.5,8.5
10,9,9
8,8,8
9,8.5,8.5
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,10,10
10,10,10
11,10.5,10.5
11,10.5,10.5
12,11,11
12,11,11
12,11,11
12,11,11
12,11,11
12,10,10
12,11,11
10,10,10
11,10.5,10.5
10,10,10
10,10,10
11,11,11
11,11,11
13,12,12
11,11,11
13,12,12
13,13,13
13,13,13
14,13.5,13.5
14,14,14
14,13.5,13.5
14,14,14
14,13.5,13.5
15,14.5,14.5
15,15,15
15,14.5,14.5
15,15,15
15,14.5,14.5
15,15,15
16,15.5,15.5
16,15,15
16,14.5,14.5
16,14.5,14.5
16,16,16
16,16,16
16,14.5,14.5
16,14,14
12,11.5,11.5
12,11,11
11,10.5,10.5
12,11.5,11.5
11,10.5,10.5
11,10.5,10.5
11,10.5,10.5
11,11,11
12,11.5,11.5
12,11.5,11.5
12,12,12
12,12,12
12,12,12
13,12,12
13,12.5,12.5
12,11.5,11.5
12,12,12
12,12,12
12,11.5,11.5
14,13,13
14,13,13
16,14,14
16,14.5,14.5
17,16.5,16.5
17,16.5,16.5
16,15,15
15,14.5,14.5
16,15.5,15.5
15,15,15
15,15,15
15,15,15
15,14.5,14.5
14,14,14
14,14,14
15,14,14
15,14,14
15,14,14
15,14.5,14.5
14,13.5,13.5
14,13,13
12,11.5,11.5
12,11,11
10,10,10
11,10.5,10.5
12,11.5,11.5
12,11.5,11.5
12,12,12
12,11.5,11.5
13,12.5,12.5
11,11,11
11,11,11
11,11,11
11,11,11
12,11,11
12,10.5,10.5
13,12.5,12.5
13,13,13
14,13.5,13.5
14,13,13
14,13,13
15,14.5,14.5
15,14.5,14.5
14,14,14
14,13,13
12,12,12
12,11.5,11.5
12,12,12
13,12.5,12.5
11,11,11
11,11,11
12,12,12
12,12,12
12,11.5,11.5
11,11,11
11,11,11
10,9.5,9.5
10,10,10
10,10,10
10,10,10
9,9,9
11,10,10
9,8.5,8.5
9,8.5,8.5
10,9.5,9.5
10,9.5,9.5
10,9.5,9.5
11,11,11
11,11,11
11,10.5,10.5
10,10,10
12,11,11
11,10.5,10.5
11,10.5,10.5
